,zpid,city,zipcode,homeType,yearBuilt,latestPrice,numPriceChanges,avgSchoolDistance,Candidate,avgSchoolRating,latest_saleyear,propertyTaxRate
9754,29388505,austin,78702,Single Family,1961,399500,3,1.333333333,1,4.666666667,2018,1.98
9755,29386005,austin,78702,Single Family,1984,390000,2,0.966666667,1,6.666666667,2018,1.98
9756,29386004,austin,78702,Single Family,1985,579000,2,0.966666667,1,6.666666667,2020,1.98
9758,29386938,austin,78702,Single Family,1953,490000,2,1.233333333,1,8.333333333,2019,1.98
9759,29389937,austin,78702,Single Family,1940,367000,2,1.7,1,6.666666667,2018,1.98
9760,29386861,austin,78702,Single Family,2015,900000,2,0.933333333,1,8,2020,1.98
9761,29386433,austin,78702,Single Family,1948,285000,6,1.2,1,6.666666667,2020,1.98
9762,29386928,austin,78702,Single Family,1954,384900,4,1.266666667,1,6.666666667,2018,1.98
9763,29389927,austin,78702,Single Family,1985,269000,2,1.633333333,1,6.666666667,2018,1.98
9764,29386410,austin,78702,Single Family,2018,529996,5,1,1,6.666666667,2018,1.98
9765,29389997,austin,78702,Single Family,1947,339000,2,1.8,1,6.666666667,2020,1.98
9766,2092236399,austin,78702,Single Family,2017,399990,1,1,1,6.666666667,2018,1.98
9767,2092236398,austin,78702,Single Family,2017,599990,2,1,1,8.333333333,2018,1.98
9768,29386883,austin,78702,Single Family,1940,350000,4,1,1,9.333333333,2018,1.98
9769,29386879,austin,78702,Single Family,1944,419900,1,1,1,3,2018,1.98
9770,29386878,austin,78702,Single Family,2013,849000,2,1,1,6.666666667,2018,1.98
9771,29386497,austin,78702,Single Family,1953,520000,8,1.166666667,1,3,2020,1.98
9772,29387869,austin,78702,Single Family,1939,350000,1,1,1,6.666666667,2020,1.98
9773,29389868,austin,78702,Single Family,1960,449900,5,1.766666667,1,6.666666667,2018,1.98
9774,251030362,austin,78702,Single Family,2017,639490,5,0.966666667,1,6.666666667,2020,1.98
9775,29389860,austin,78702,Single Family,2020,895000,3,1.533333333,1,6.666666667,2019,1.98
9776,125750357,austin,78702,Single Family,2015,739000,1,1.633333333,1,8.333333333,2018,1.98
9777,29386487,austin,78702,Single Family,1936,325000,1,1.166666667,1,6.666666667,2019,1.98
9778,29387841,austin,78702,Single Family,1946,369000,5,1,1,5,2019,1.98
9779,29389840,austin,78702,Single Family,2011,74500,10,1.6,1,6.666666667,2019,1.98
9780,29389827,austin,78702,Single Family,2007,521275,1,1.633333333,1,6.666666667,2018,1.98
9781,241931809,austin,78702,Vacant Land,2018,310000,2,1,1,5,2020,1.98
9782,29389806,austin,78702,Single Family,2002,499500,5,1.566666667,1,5,2020,1.98
9783,29386299,austin,78702,Single Family,1948,200000,6,1.066666667,1,8.333333333,2019,1.98
9784,29386298,austin,78702,Single Family,1950,350000,1,1.066666667,1,5.333333333,2018,1.98
9785,29386282,austin,78702,Single Family,1955,450000,6,1.033333333,1,8,2018,1.98
9786,305427263,austin,78702,Apartment,2017,500000,1,1,1,6.666666667,2019,1.98
9788,145655239,austin,78702,Condo,2016,479900,2,1,1,6.666666667,2019,1.98
9791,29389982,austin,78702,Single Family,1946,399000,5,1.833333333,1,6.666666667,2020,1.98
9794,89548677,austin,78702,Single Family,2015,639000,3,1,1,5.333333333,2018,1.98
9795,29388670,austin,78702,Single Family,1958,175000,7,0.966666667,1,6.666666667,2020,1.98
9796,124843152,austin,78702,Single Family,2018,799000,2,1,1,5.333333333,2019,1.98
9797,29388650,austin,78702,Single Family,2000,249000,8,1.033333333,1,8.666666667,2018,1.98
9798,2084946649,austin,78702,Single Family,2019,485000,1,1.2,1,6.666666667,2020,1.98
9799,29388640,austin,78702,Mobile / Manufactured,2001,365000,5,0.966666667,1,5,2020,1.98
9800,2087493134,austin,78702,Single Family,2015,550000,2,1,1,6.666666667,2020,1.98
9801,29388633,austin,78702,Single Family,2005,425000,1,0.966666667,1,8,2019,1.98
9802,29388623,austin,78702,Single Family,1962,349900,3,1.033333333,1,5.333333333,2020,1.98
9803,29388622,austin,78702,Single Family,1940,484000,5,1.033333333,1,5,2019,1.98
9804,29388619,austin,78702,Single Family,1947,389900,1,1.033333333,1,5.333333333,2018,1.98
9806,64637116,austin,78702,Single Family,2004,367000,1,1,1,8.333333333,2019,1.98
9807,29386480,austin,78702,Single Family,1937,299000,7,1.166666667,1,3,2020,1.98
9808,29390003,austin,78702,Single Family,1950,366000,8,1.8,1,3,2018,1.98
9810,29386475,austin,78702,Single Family,1967,350000,7,1.233333333,1,6.666666667,2019,1.98
9811,29386964,austin,78702,Single Family,1950,550000,11,1.266666667,1,6.666666667,2019,1.98
9812,29390066,austin,78702,Single Family,2013,575000,3,1.7,1,5,2020,1.98
9813,29386548,austin,78702,Single Family,1964,325000,3,1.166666667,1,6.666666667,2020,1.98
9814,29390040,austin,78702,Single Family,2018,449990,1,1.766666667,1,5.333333333,2018,1.98
9815,29389952,austin,78702,Single Family,2017,639000,4,1.7,1,8.333333333,2020,1.98
9816,29390036,austin,78702,Single Family,2018,600000,1,1.8,1,6.666666667,2019,1.98
9817,29390033,austin,78702,Single Family,1950,569000,1,1.8,1,3,2019,1.98
9818,29390024,austin,78702,Single Family,2013,519900,5,1.733333333,1,6.666666667,2020,1.98
9820,80101523,austin,78702,Condo,2006,449000,1,1.033333333,1,8,2020,1.98
9822,29390019,austin,78702,Multiple Occupancy,1950,465000,1,1.766666667,1,5.333333333,2020,1.98
9824,29390017,austin,78702,Single Family,1937,275000,4,1.766666667,1,6.666666667,2019,1.98
9825,29390015,austin,78702,Single Family,1968,320000,3,1.8,1,5,2019,1.98
9826,64542947,austin,78702,Vacant Land,2000,185000,8,0.966666667,1,8.333333333,2018,1.98
9829,29390007,austin,78702,Single Family,2020,755000,2,1.766666667,1,6.666666667,2019,1.98
9830,29390004,austin,78702,Single Family,1952,645000,1,1.8,1,6.666666667,2019,1.98
10078,29382949,austin,78702,Single Family,2018,750000,2,1.1,1,3,2019,1.98
10079,2079952448,austin,78702,Single Family,2020,549900,1,1.066666667,1,5.333333333,2018,1.98
10080,145658948,austin,78702,Condo,2015,465000,2,1.266666667,1,8,2018,1.98
10081,29385447,austin,78702,Single Family,1934,319900,7,1.3,1,6.666666667,2020,1.98
10082,29383447,austin,78702,Vacant Land,1946,300000,1,1.066666667,1,6.666666667,2018,1.98
10083,29382939,austin,78702,Multiple Occupancy,1924,575000,1,1.066666667,1,8.333333333,2018,1.98
10084,29382437,austin,78702,Single Family,1938,450000,3,1.066666667,1,6.666666667,2020,1.98
10085,29384436,austin,78702,Single Family,1949,650000,2,1.266666667,1,8,2019,1.98
10086,29384434,austin,78702,Single Family,2020,775000,2,1.333333333,1,5.333333333,2020,1.98
10087,29385431,austin,78702,Single Family,1954,470000,1,1.233333333,1,6.666666667,2018,1.98
10088,29382930,austin,78702,Single Family,1920,645000,5,1.1,1,5.333333333,2018,1.98
10089,124841928,austin,78702,Condo,2014,435000,5,1.066666667,1,7,2018,1.98
10090,29383427,austin,78702,Single Family,1970,489000,7,1.066666667,1,5,2019,1.98
10091,29383425,austin,78702,Single Family,1950,425000,5,1.1,1,6.666666667,2019,1.98
10092,29382923,austin,78702,Single Family,1908,650000,2,1.1,1,5,2020,1.98
10093,29384421,austin,78702,Single Family,1920,350000,1,1.233333333,1,5,2019,1.98
10094,2078449420,austin,78702,Condo,2020,649000,1,1.066666667,1,5,2020,1.98
10095,29384420,austin,78702,Single Family,1935,274800,1,1.233333333,1,6.666666667,2019,1.98
10096,29383417,austin,78702,Single Family,1945,450000,9,1.1,1,5,2020,1.98
10097,29386416,austin,78702,Condo,2019,598900,1,1.233333333,1,6.666666667,2020,1.98
10098,29385406,austin,78702,Single Family,1975,525000,5,1.2,1,6.666666667,2019,1.98
10099,29384386,austin,78702,Single Family,1940,149900,1,1.166666667,1,7,2018,1.98
10100,29385382,austin,78702,Single Family,2002,539900,1,1.1,1,8.333333333,2018,1.98
10101,64712374,austin,78702,Single Family,2005,599900,7,1.033333333,1,3,2020,1.98
10102,29386368,austin,78702,Single Family,2019,369000,2,1.033333333,1,6.666666667,2019,1.98
10103,29382367,austin,78702,Single Family,1945,450000,2,1.066666667,1,5,2018,1.98
10104,2101089365,austin,78702,Condo,2015,385000,3,1.266666667,1,6.666666667,2020,1.98
10105,29385363,austin,78702,Single Family,1922,574000,2,1.033333333,1,5,2020,1.98
10106,29385358,austin,78702,Single Family,1933,269900,6,1.033333333,1,6.666666667,2019,1.98
10107,29381596,austin,78702,Vacant Land,1930,599000,7,1.233333333,1,8,2019,1.98
10108,2080080850,austin,78702,Single Family,1937,490000,2,1.2,1,8.333333333,2019,1.98
10109,29383348,austin,78702,Single Family,1937,530000,18,1.133333333,1,5,2020,1.98
10110,29386345,austin,78702,Single Family,2017,575000,1,1,1,6.666666667,2019,1.98
10111,29382345,austin,78702,Single Family,1920,495000,2,1,1,6.666666667,2020,1.98
10112,29385499,austin,78702,Single Family,1952,349000,1,1.1,1,6.666666667,2020,1.98
10113,124844842,austin,78702,Single Family,2015,825000,2,1.3,1,7,2019,1.98
10114,29382999,austin,78702,Single Family,1927,330000,8,1.033333333,1,6.666666667,2018,1.98
10115,29386338,austin,78702,Single Family,1972,325000,1,1.233333333,1,6.666666667,2019,1.98
10116,29383338,austin,78702,Single Family,2018,185000,1,1.133333333,1,9.333333333,2018,1.98
10117,29382332,austin,78702,Single Family,1932,364500,5,1.033333333,1,6.666666667,2018,1.98
10118,29385318,austin,78702,Condo,2019,499000,4,1.033333333,1,5,2020,1.98
10119,145654317,austin,78702,Condo,2016,450000,5,1.033333333,1,3,2020,1.98
10120,29383312,austin,78702,Single Family,1933,459900,4,1.133333333,1,6.666666667,2019,1.98
10121,29383310,austin,78702,Single Family,1940,380000,2,1.133333333,1,8.333333333,2018,1.98
10122,29382309,austin,78702,Single Family,1910,775000,6,1.1,1,6.666666667,2019,1.98
10123,29382308,austin,78702,Single Family,2008,1395000,6,1.1,1,6.666666667,2019,1.98
10124,79980304,austin,78702,Single Family,2006,599900,3,1.2,1,5,2018,1.98
10125,64916301,austin,78702,Single Family,2019,250000,1,1.1,1,5,2020,1.98
10126,79980300,austin,78702,Single Family,2006,350000,2,1.2,1,6.666666667,2020,1.98
10127,29383298,austin,78702,Single Family,1938,499000,1,1.133333333,1,6.666666667,2019,1.98
10128,29385283,austin,78702,Single Family,1937,350000,2,1.2,1,8.333333333,2021,1.98
10129,29383283,austin,78702,Single Family,2004,449850,4,1.166666667,1,6.666666667,2020,1.98
10130,2079615780,austin,78702,Single Family,2020,495000,1,1.1,1,5,2018,1.98
10131,29383278,austin,78702,Single Family,2020,999000,12,1.133333333,1,8,2019,1.98
10132,29383276,austin,78702,Single Family,2020,1150000,1,1.166666667,1,6.666666667,2019,1.98
10134,124840274,austin,78702,Single Family,2015,635000,1,1.2,1,5,2020,1.98
10135,29384774,austin,78702,Condo,1959,360000,3,1.1,1,3,2020,1.98
10136,29385273,austin,78702,Single Family,1925,395000,1,1.2,1,8.333333333,2019,1.98
10137,29384770,austin,78702,Single Family,2020,699500,2,1.066666667,1,6.666666667,2018,1.98
10139,29381761,austin,78702,Single Family,1995,525000,2,1.033333333,1,6.666666667,2020,1.98
10142,29384750,austin,78702,Single Family,1970,499989,2,1.133333333,1,6.666666667,2019,1.98
10143,29383242,austin,78702,Single Family,2012,595000,1,1.1,1,5,2020,1.98
10144,2091604741,austin,78702,Single Family,2017,435000,1,1.333333333,1,8.666666667,2018,1.98
10145,29385237,austin,78702,Single Family,2018,380000,4,1.066666667,1,6.666666667,2019,1.98
10146,29384496,austin,78702,Single Family,1950,350000,2,1.3,1,8.333333333,2019,1.98
10147,29381733,austin,78702,Single Family,1997,515000,4,1.066666667,1,3,2020,1.98
10148,64690230,austin,78702,Single Family,2004,569900,2,1.066666667,1,6.666666667,2020,1.98
10149,29385221,austin,78702,Single Family,2018,1050000,3,1,1,6.666666667,2020,1.98
10150,29385216,austin,78702,Single Family,1917,375000,1,1.033333333,1,6.666666667,2019,1.98
10151,29384494,austin,78702,Single Family,2014,700000,1,1.3,1,5,2020,1.98
10152,29385491,austin,78702,Single Family,1945,399995,2,1.133333333,1,8,2018,1.98
10153,29384710,austin,78702,Single Family,1940,425000,2,1.133333333,1,6.666666667,2020,1.98
10154,29384707,austin,78702,Single Family,1930,469000,3,1.133333333,1,6.666666667,2020,1.98
10155,29381707,austin,78702,Single Family,1936,295000,2,1.066666667,1,6.666666667,2018,1.98
10156,124843206,austin,78702,Single Family,1925,325000,2,1.233333333,1,6.666666667,2020,1.98
10157,29386385,austin,78702,Single Family,1951,370000,1,1.2,1,5,2020,1.98
10158,2090119705,austin,78702,Single Family,2015,399000,1,1.2,1,6.666666667,2018,1.98
10159,2077963705,austin,78702,Single Family,2020,589000,1,1.166666667,1,8,2018,1.98
10160,29384701,austin,78702,Vacant Land,1949,325000,3,1.133333333,1,6.666666667,2019,1.98
10161,144230873,austin,78702,Single Family,2016,669000,4,1.066666667,1,5,2018,1.98
10162,29381699,austin,78702,Single Family,1941,385000,3,1.066666667,1,5,2020,1.98
10163,29385193,austin,78702,Single Family,1935,399900,2,1,1,3,2019,1.98
10164,29383192,austin,78702,Single Family,1971,380000,1,1.066666667,1,8.333333333,2020,1.98
10166,29383171,austin,78702,Single Family,1930,95000,1,1.066666667,1,3.333333333,2018,1.98
10167,2078820664,austin,78702,Single Family,2018,549900,1,1.066666667,1,8.666666667,2020,1.98
10168,29384662,austin,78702,Single Family,1983,422000,2,1.133333333,1,6.666666667,2018,1.98
10169,29384661,austin,78702,Single Family,1984,380000,1,1.1,1,5.333333333,2020,1.98
10170,29383158,austin,78702,Single Family,1945,399000,4,1.066666667,1,3.333333333,2018,1.98
10171,29384485,austin,78702,Single Family,1945,299000,3,1.333333333,1,3.333333333,2020,1.98
10172,29385484,austin,78702,Single Family,1956,405000,1,1.166666667,1,3,2018,1.98
10173,29383233,austin,78702,Single Family,1935,465000,4,1.1,1,6.666666667,2021,1.98
10174,29382981,austin,78702,Single Family,1929,420000,1,1.033333333,1,5.333333333,2018,1.98
10175,29383146,austin,78702,Single Family,1935,325000,3,1.066666667,1,8,2019,2.01
10176,119617140,austin,78702,Single Family,2013,1068000,2,1.1,1,8.333333333,2019,1.98
10177,29384637,austin,78702,Single Family,1956,460000,4,1.166666667,1,8.666666667,2018,1.98
10178,125752628,austin,78702,Single Family,2018,330000,2,1.166666667,1,6.666666667,2020,1.98
10179,70326128,austin,78702,Single Family,2005,480000,1,1.2,1,5.333333333,2018,1.98
10180,29384628,austin,78702,Single Family,1953,365000,2,1.133333333,1,5.333333333,2018,1.98
10181,125159127,austin,78702,Single Family,2017,750000,1,1.166666667,1,5.333333333,2018,1.98
10182,29381625,austin,78702,Single Family,1926,650000,2,1.2,1,5.333333333,2020,1.98
10183,29384622,austin,78702,Single Family,1986,349900,3,1.166666667,1,3,2019,1.98
10184,29383121,austin,78702,Single Family,2015,615000,4,1.066666667,1,5.333333333,2020,1.98
10185,29384616,austin,78702,Single Family,1930,450000,2,1.166666667,1,3,2019,1.98
10186,29381614,austin,78702,Single Family,1987,700000,1,1.2,1,9.333333333,2019,1.98
10187,29385473,austin,78702,Vacant Land,1946,310000,2,1.266666667,1,8,2019,2.01
10188,29384111,austin,78702,Single Family,2018,629000,4,1.2,1,8.666666667,2018,1.98
10189,29384610,austin,78702,Single Family,2015,485000,6,1.166666667,1,3.333333333,2020,1.98
10190,29383109,austin,78702,Single Family,2019,849900,2,1.033333333,1,3,2018,1.98
10191,29383466,austin,78702,Vacant Land,1935,2400000,3,1.066666667,1,5.333333333,2018,1.98
10192,2079388602,austin,78702,Single Family,1939,499900,1,1.1,1,9.333333333,2018,1.98
10193,29384600,austin,78702,Condo,2017,270000,2,1.166666667,1,6.666666667,2018,1.98
10194,29381598,austin,78702,Single Family,1930,225500,4,1.2,1,8.666666667,2018,1.98
10195,29383093,austin,78702,Single Family,1935,345000,1,1.033333333,1,5.333333333,2020,1.98
10196,29384591,austin,78702,Single Family,1950,450000,1,1.2,1,8,2020,2.01
10197,29383586,austin,78702,Single Family,1949,425000,1,1.166666667,1,6.666666667,2020,1.98
10198,29384464,austin,78702,Single Family,1958,425000,1,1.3,1,6.666666667,2020,1.98
10199,29383082,austin,78702,Single Family,2015,675000,1,1.066666667,1,3,2020,1.98
10200,29383075,austin,78702,Single Family,1930,260000,3,1.066666667,1,3.333333333,2019,1.98
10201,29383572,austin,78702,Single Family,1948,450000,1,1.166666667,1,5.333333333,2020,1.98
10202,114405569,austin,78702,Single Family,2011,979000,5,1.033333333,1,8.666666667,2018,1.98
10203,29383569,austin,78702,Single Family,1947,350000,1,1.166666667,1,6.666666667,2018,1.98
10204,29384068,austin,78702,Single Family,2018,350000,1,1.166666667,1,6.666666667,2020,1.98
10205,29383066,austin,78702,Single Family,1940,695000,4,1.066666667,1,5.333333333,2020,1.98
10206,29383460,austin,78702,Single Family,1941,299900,1,1.033333333,1,6.666666667,2018,1.98
10207,29384058,austin,78702,Single Family,2019,525000,5,1.166666667,1,5.333333333,2021,1.98
10208,29384557,austin,78702,Single Family,2020,650000,2,1.166666667,1,8.333333333,2020,1.98
10209,145652056,austin,78702,Single Family,1935,500000,1,1.1,1,5.333333333,2018,1.98
10210,29384054,austin,78702,Single Family,1950,360000,2,1.166666667,1,5.333333333,2020,1.98
10211,29384546,austin,78702,Single Family,1948,299000,1,1.266666667,1,5.333333333,2020,1.98
10212,29384545,austin,78702,Single Family,1998,375000,1,1.266666667,1,5.333333333,2019,1.98
10213,29384458,austin,78702,Single Family,2015,479900,4,1.3,1,6.666666667,2020,2.01
10214,29383542,austin,78702,Single Family,1958,395000,3,1.166666667,1,6.666666667,2020,1.98
10215,29386541,austin,78702,Single Family,1955,300000,4,1.1,1,5.333333333,2019,1.98
10216,29381540,austin,78702,Single Family,1910,525000,2,1.066666667,1,3,2019,1.98
10217,29383039,austin,78702,Single Family,2004,425000,4,1.066666667,1,8,2019,1.98
10218,145658038,austin,78702,Single Family,2016,669000,1,1.2,1,9.333333333,2019,1.98
10219,29384038,austin,78702,Single Family,1938,300000,4,1.066666667,1,5.333333333,2018,1.98
10220,251029457,austin,78702,Single Family,2017,415000,8,1.266666667,1,8,2020,2.01
10221,29384034,austin,78702,Single Family,2011,625000,4,1.066666667,1,5.333333333,2018,1.98
10222,29386533,austin,78702,Single Family,1931,675000,6,1.1,1,5.333333333,2018,1.98
10223,29384030,austin,78702,Single Family,1946,600000,4,1.066666667,1,3.333333333,2019,1.98
10224,29384027,austin,78702,Single Family,2018,1375000,4,1.066666667,1,5.333333333,2019,1.98
10225,29385525,austin,78702,Single Family,2016,924000,3,1.133333333,1,5.333333333,2020,1.98
10226,29383023,austin,78702,Single Family,1950,399990,7,1.033333333,1,8,2018,1.98
10227,29385519,austin,78702,Single Family,1973,250000,1,1.066666667,1,5.333333333,2018,1.98
10228,29385516,austin,78702,Single Family,1936,450000,3,1.066666667,1,5.333333333,2018,1.98
10229,29384015,austin,78702,Single Family,1925,550000,6,1.1,1,5.333333333,2019,1.98
10230,29385449,austin,78702,Single Family,1946,169900,6,1.3,1,5.333333333,2019,1.98
10231,29386511,austin,78702,Single Family,1937,350000,2,1.1,1,8.333333333,2018,1.98
